model,display_name,lab,family,release_date,condition,condition_family,n_valid,eligible_cells,excluded_small_cells,owned_rate,relocated_or_partial_rate,recited_not_owned_rate,indeterminate_rate,uncodeable_rate,n_owned,n_relocated_or_partial,n_recited_not_owned,n_indeterminate,n_uncodeable,label
opus-4-0,claude-opus-4.0,Anthropic,opus,2025-05-22,G1,cache_broken_stated_values,30,1,0,100.0,0.0,0.0,0.0,0.0,30,0,0,0,0,strongly_open
opus-4-0,claude-opus-4.0,Anthropic,opus,2025-05-22,G2,cache_broken_stated_values,30,1,0,96.66666666666667,0.0,3.3333333333333335,0.0,0.0,29,0,1,0,0,strongly_open
opus-4-0,claude-opus-4.0,Anthropic,opus,2025-05-22,CTRL3,world_change_prompts,10,1,0,100.0,0.0,0.0,0.0,0.0,10,0,0,0,0,strongly_open
opus-4-0,claude-opus-4.0,Anthropic,opus,2025-05-22,G3,world_change_prompts,30,1,0,100.0,0.0,0.0,0.0,0.0,30,0,0,0,0,strongly_open
opus-4-1,claude-opus-4.1,Anthropic,opus,2025-08-05,CTRL1,direct_stated_values,10,1,0,100.0,0.0,0.0,0.0,0.0,10,0,0,0,0,strongly_open
opus-4-1,claude-opus-4.1,Anthropic,opus,2025-08-05,CTRL2,direct_stated_values,10,1,0,100.0,0.0,0.0,0.0,0.0,10,0,0,0,0,strongly_open
opus-4-1,claude-opus-4.1,Anthropic,opus,2025-08-05,G1,cache_broken_stated_values,30,1,0,100.0,0.0,0.0,0.0,0.0,30,0,0,0,0,strongly_open
opus-4-1,claude-opus-4.1,Anthropic,opus,2025-08-05,G2,cache_broken_stated_values,30,1,0,100.0,0.0,0.0,0.0,0.0,30,0,0,0,0,strongly_open
opus-4-1,claude-opus-4.1,Anthropic,opus,2025-08-05,CTRL3,world_change_prompts,10,1,0,100.0,0.0,0.0,0.0,0.0,10,0,0,0,0,strongly_open
opus-4-1,claude-opus-4.1,Anthropic,opus,2025-08-05,G3,world_change_prompts,30,1,0,100.0,0.0,0.0,0.0,0.0,30,0,0,0,0,strongly_open
opus-4-5,claude-opus-4.5,Anthropic,opus,2025-11-24,CTRL1,direct_stated_values,10,1,0,100.0,0.0,0.0,0.0,0.0,10,0,0,0,0,strongly_open
opus-4-5,claude-opus-4.5,Anthropic,opus,2025-11-24,CTRL2,direct_stated_values,10,1,0,100.0,0.0,0.0,0.0,0.0,10,0,0,0,0,strongly_open
opus-4-5,claude-opus-4.5,Anthropic,opus,2025-11-24,G1,cache_broken_stated_values,30,1,0,100.0,0.0,0.0,0.0,0.0,30,0,0,0,0,strongly_open
opus-4-5,claude-opus-4.5,Anthropic,opus,2025-11-24,G2,cache_broken_stated_values,30,1,0,100.0,0.0,0.0,0.0,0.0,30,0,0,0,0,strongly_open
opus-4-5,claude-opus-4.5,Anthropic,opus,2025-11-24,CTRL3,world_change_prompts,10,1,0,100.0,0.0,0.0,0.0,0.0,10,0,0,0,0,strongly_open
opus-4-5,claude-opus-4.5,Anthropic,opus,2025-11-24,G3,world_change_prompts,30,1,0,100.0,0.0,0.0,0.0,0.0,30,0,0,0,0,strongly_open
opus-4-6,claude-opus-4.6,Anthropic,opus,2026-02-04,CTRL1,direct_stated_values,20,2,0,100.0,0.0,0.0,0.0,0.0,20,0,0,0,0,strongly_open
opus-4-6,claude-opus-4.6,Anthropic,opus,2026-02-04,CTRL2,direct_stated_values,20,2,0,40.0,40.0,20.0,0.0,0.0,8,8,4,0,0,partially_open
opus-4-6,claude-opus-4.6,Anthropic,opus,2026-02-04,G1,cache_broken_stated_values,60,2,0,100.0,0.0,0.0,0.0,0.0,60,0,0,0,0,strongly_open
opus-4-6,claude-opus-4.6,Anthropic,opus,2026-02-04,G2,cache_broken_stated_values,60,2,0,100.0,0.0,0.0,0.0,0.0,60,0,0,0,0,strongly_open
opus-4-6,claude-opus-4.6,Anthropic,opus,2026-02-04,CTRL3,world_change_prompts,20,2,0,100.0,0.0,0.0,0.0,0.0,20,0,0,0,0,strongly_open
opus-4-6,claude-opus-4.6,Anthropic,opus,2026-02-04,G3,world_change_prompts,60,2,0,100.0,0.0,0.0,0.0,0.0,60,0,0,0,0,strongly_open
opus-4-7,claude-opus-4.7,Anthropic,opus,2026-04-16,CTRL1,direct_stated_values,20,2,0,100.0,0.0,0.0,0.0,0.0,20,0,0,0,0,strongly_open
opus-4-7,claude-opus-4.7,Anthropic,opus,2026-04-16,CTRL2,direct_stated_values,20,2,0,80.0,0.0,20.0,0.0,0.0,16,0,4,0,0,strongly_open
opus-4-7,claude-opus-4.7,Anthropic,opus,2026-04-16,G1,cache_broken_stated_values,60,2,0,100.0,0.0,0.0,0.0,0.0,60,0,0,0,0,strongly_open
opus-4-7,claude-opus-4.7,Anthropic,opus,2026-04-16,G2,cache_broken_stated_values,60,2,0,100.0,0.0,0.0,0.0,0.0,60,0,0,0,0,strongly_open
opus-4-7,claude-opus-4.7,Anthropic,opus,2026-04-16,CTRL3,world_change_prompts,20,2,0,100.0,0.0,0.0,0.0,0.0,20,0,0,0,0,strongly_open
opus-4-7,claude-opus-4.7,Anthropic,opus,2026-04-16,G3,world_change_prompts,60,2,0,100.0,0.0,0.0,0.0,0.0,60,0,0,0,0,strongly_open
qwen3-6-plus,qwen/qwen3.6-plus,Qwen,qwen,2026-04-02,CTRL1,direct_stated_values,10,1,0,0.0,0.0,100.0,0.0,0.0,0,0,10,0,0,strongly_clamped
qwen3-6-plus,qwen/qwen3.6-plus,Qwen,qwen,2026-04-02,CTRL2,direct_stated_values,10,1,0,0.0,0.0,100.0,0.0,0.0,0,0,10,0,0,strongly_clamped
qwen3-6-plus,qwen/qwen3.6-plus,Qwen,qwen,2026-04-02,G1,cache_broken_stated_values,30,1,0,0.0,26.666666666666668,70.0,3.3333333333333335,0.0,0,8,21,1,0,strongly_clamped
qwen3-6-plus,qwen/qwen3.6-plus,Qwen,qwen,2026-04-02,G2,cache_broken_stated_values,30,1,0,0.0,10.0,76.66666666666667,13.333333333333334,0.0,0,3,23,4,0,strongly_clamped
qwen3-6-plus,qwen/qwen3.6-plus,Qwen,qwen,2026-04-02,CTRL3,world_change_prompts,10,1,0,80.0,10.0,10.0,0.0,0.0,8,1,1,0,0,strongly_open
qwen3-6-plus,qwen/qwen3.6-plus,Qwen,qwen,2026-04-02,G3,world_change_prompts,30,1,0,86.66666666666667,13.333333333333334,0.0,0.0,0.0,26,4,0,0,0,strongly_open
qwen3-coder-plus,qwen/qwen3-coder-plus,Qwen,qwen,2025-09-23,CTRL1,direct_stated_values,10,1,0,40.0,60.0,0.0,0.0,0.0,4,6,0,0,0,partially_open
qwen3-coder-plus,qwen/qwen3-coder-plus,Qwen,qwen,2025-09-23,CTRL2,direct_stated_values,10,1,0,0.0,60.0,40.0,0.0,0.0,0,6,4,0,0,partially_open
qwen3-coder-plus,qwen/qwen3-coder-plus,Qwen,qwen,2025-09-23,G1,cache_broken_stated_values,30,1,0,100.0,0.0,0.0,0.0,0.0,30,0,0,0,0,strongly_open
qwen3-coder-plus,qwen/qwen3-coder-plus,Qwen,qwen,2025-09-23,G2,cache_broken_stated_values,30,1,0,100.0,0.0,0.0,0.0,0.0,30,0,0,0,0,strongly_open
qwen3-coder-plus,qwen/qwen3-coder-plus,Qwen,qwen,2025-09-23,CTRL3,world_change_prompts,10,1,0,100.0,0.0,0.0,0.0,0.0,10,0,0,0,0,strongly_open
qwen3-coder-plus,qwen/qwen3-coder-plus,Qwen,qwen,2025-09-23,G3,world_change_prompts,30,1,0,100.0,0.0,0.0,0.0,0.0,30,0,0,0,0,strongly_open
sonnet-4-0,claude-sonnet-4.0,Anthropic,sonnet,2025-05-22,CTRL1,direct_stated_values,10,1,0,100.0,0.0,0.0,0.0,0.0,10,0,0,0,0,strongly_open
sonnet-4-0,claude-sonnet-4.0,Anthropic,sonnet,2025-05-22,CTRL2,direct_stated_values,10,1,0,90.0,10.0,0.0,0.0,0.0,9,1,0,0,0,strongly_open
sonnet-4-0,claude-sonnet-4.0,Anthropic,sonnet,2025-05-22,G1,cache_broken_stated_values,30,1,0,100.0,0.0,0.0,0.0,0.0,30,0,0,0,0,strongly_open
sonnet-4-0,claude-sonnet-4.0,Anthropic,sonnet,2025-05-22,G2,cache_broken_stated_values,30,1,0,100.0,0.0,0.0,0.0,0.0,30,0,0,0,0,strongly_open
sonnet-4-0,claude-sonnet-4.0,Anthropic,sonnet,2025-05-22,CTRL3,world_change_prompts,10,1,0,100.0,0.0,0.0,0.0,0.0,10,0,0,0,0,strongly_open
sonnet-4-0,claude-sonnet-4.0,Anthropic,sonnet,2025-05-22,G3,world_change_prompts,30,1,0,100.0,0.0,0.0,0.0,0.0,30,0,0,0,0,strongly_open
sonnet-4-5,claude-sonnet-4.5,Anthropic,sonnet,2025-09-29,CTRL1,direct_stated_values,10,1,0,100.0,0.0,0.0,0.0,0.0,10,0,0,0,0,strongly_open
sonnet-4-5,claude-sonnet-4.5,Anthropic,sonnet,2025-09-29,CTRL2,direct_stated_values,10,1,0,0.0,30.0,70.0,0.0,0.0,0,3,7,0,0,strongly_clamped
sonnet-4-5,claude-sonnet-4.5,Anthropic,sonnet,2025-09-29,G1,cache_broken_stated_values,30,1,0,100.0,0.0,0.0,0.0,0.0,30,0,0,0,0,strongly_open
sonnet-4-5,claude-sonnet-4.5,Anthropic,sonnet,2025-09-29,G2,cache_broken_stated_values,30,1,0,100.0,0.0,0.0,0.0,0.0,30,0,0,0,0,strongly_open
sonnet-4-5,claude-sonnet-4.5,Anthropic,sonnet,2025-09-29,CTRL3,world_change_prompts,10,1,0,100.0,0.0,0.0,0.0,0.0,10,0,0,0,0,strongly_open
sonnet-4-5,claude-sonnet-4.5,Anthropic,sonnet,2025-09-29,G3,world_change_prompts,30,1,0,100.0,0.0,0.0,0.0,0.0,30,0,0,0,0,strongly_open
sonnet-4-6,claude-sonnet-4.6,Anthropic,sonnet,2026-02-17,CTRL1,direct_stated_values,20,2,0,100.0,0.0,0.0,0.0,0.0,20,0,0,0,0,strongly_open
sonnet-4-6,claude-sonnet-4.6,Anthropic,sonnet,2026-02-17,CTRL2,direct_stated_values,20,2,0,0.0,0.0,100.0,0.0,0.0,0,0,20,0,0,strongly_clamped
sonnet-4-6,claude-sonnet-4.6,Anthropic,sonnet,2026-02-17,G1,cache_broken_stated_values,60,2,0,100.0,0.0,0.0,0.0,0.0,60,0,0,0,0,strongly_open
sonnet-4-6,claude-sonnet-4.6,Anthropic,sonnet,2026-02-17,G2,cache_broken_stated_values,60,2,0,100.0,0.0,0.0,0.0,0.0,60,0,0,0,0,strongly_open
sonnet-4-6,claude-sonnet-4.6,Anthropic,sonnet,2026-02-17,CTRL3,world_change_prompts,20,2,0,100.0,0.0,0.0,0.0,0.0,20,0,0,0,0,strongly_open
sonnet-4-6,claude-sonnet-4.6,Anthropic,sonnet,2026-02-17,G3,world_change_prompts,60,2,0,96.66666666666666,3.3333333333333335,0.0,0.0,0.0,58,2,0,0,0,strongly_open
